"Connected","Activation lock","Full OS","Model","Serial","Battery","Carrier network","IMEI","Name","Tags","ICCID","Supervised?","Managed?","Missing apps"
"2019-11-06T00:43:16.000Z","Disabled","12.3","iPad Air 2 (Cellular)","DMPS73UKG5WQ","10%","-","352072072445417","DMPS73UKG5WQ","","-","Yes","Yes","2"
"2021-06-11T05:15:10.000Z","Disabled","12.5.1","iPad Air","DMQLT3N2FK10","100%","-","-","DMQLT3N2FK10","","-","Yes","Yes","0"
"2021-07-08T19:04:35.000Z","Disabled","12.5.3","iPad Air","DMQN2H6NFK10","1%","-","-","DMQN2H6NFK10","CaptiveBrowser recently-added","-","Yes","Yes","0"
"2021-06-10T04:30:37.000Z","Disabled","12.5.1","iPad Air","DMQN2HN3FK10","51%","-","-","DMQN2HN3FK10","","-","Yes","Yes","0"
"2021-06-13T08:53:33.000Z","Disabled","12.5.1","iPad Air","DMRMX4CTFK10","98%","-","-","DMRMX4CTFK10","","-","Yes","Yes","0"
"2020-05-14T07:07:32.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DN6KC4K2DKNV","23%","voda AU","013095001050983","DN6KC4K2DKNV","","89610300001120095372","Yes","Yes","2"
"2021-06-05T12:56:10.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DN6KC68TDKNV","3%","OPTUS","013099003808414","DN6KC68TDKNV","","8961025715442970405","Yes","Yes","0"
"2021-07-16T05:21:23.000Z","Disabled","14.3","iPhone 7","DNPS9NQZHG7P","2%","-","359213073212371","DNPS9NQZHG7P","","8961025715442970223","Yes","Yes","0"
"2021-08-05T23:30:59.000Z","Disabled","14.6","iPhone 7","DNPSHMHLHG7P","1%","-","359212075817922","DNPSHMHLHG7P","TwilioSuperSIM","89883070000001216033","Yes","Yes","0"
"2021-08-01T06:46:58.000Z","Disabled","14.6","iPhone 7","DNPSJ4G0HG7P","100%","-","359212077525945","DNPSJ4G0HG7P","","8961025719506869545","Yes","Yes","0"
"2021-08-01T04:49:13.000Z","Disabled","14.3","iPhone 7","DNPSN4YPHG7W","100%","-","353842081128694","DNPSN4YPHG7W","","8961025719506869255","Yes","Yes","0"
"2021-07-16T05:17:57.000Z","Disabled","14.6","iPhone 7","DNPSN66LHG7P","96%","-","353845081338700","DNPSN66LHG7P","TwilioSuperSIM","89883070000006951295","Yes","Yes","0"
"2019-11-06T00:52:37.000Z","Enabled","12.2","iPhone 7","DNPSP715HG71","63%","-","355309080885615","DNPSP715HG71","FreedomPop","-","Yes","Yes","2"
"2019-05-14T05:13:51.000Z","Disabled","12.2","iPhone 7","DNPSRZP3HG71","99%","-","-","DNPSRZP3HG71","FreedomPop","-","Yes","Yes","3"
"2019-11-03T18:30:45.000Z","Disabled","12.3","iPhone 7","DNPTVP43HG71","89%","-","355826085956992","DNPTVP43HG71","","-","Yes","Yes","2"
"2021-07-16T05:11:51.000Z","Disabled","14.6","iPhone 7","DNPTW4RVHG7P","94%","-","355328089870147","DNPTW4RVHG7P","","8961025719506869024","Yes","Yes","0"
"2019-05-19T13:23:09.000Z","Disabled","12.3","iPhone 7","DNPTWBG4HG6W","75%","-","355824086512922","DNPTWBG4HG6W","FreedomPop","-","Yes","Yes","3"
"2019-11-03T19:23:06.000Z","Disabled","12.3","iPhone 7","DNPV280XHG71","95%","-","355831088176291","DNPV280XHG71","FreedomPop","-","Yes","Yes","2"
"2021-07-30T23:19:58.000Z","Disabled","14.4","iPhone 7","DNPV90K5HG7K","100%","-","356560086931238","DNPV90K5HG7K","","8961025716434058514","Yes","Yes","0"
"2019-11-06T18:11:39.000Z","Enabled","12.3","iPhone 7","DNPV9638HG6W","81%","-","355831089691900","DNPV9638HG6W","","-","Yes","Yes","2"
"2021-07-30T23:28:28.000Z","Disabled","14.3","iPhone 7","DNQSMM79HG7P","100%","-","353806087711811","DNQSMM79HG7P","","8961025719506869503","Yes","Yes","0"
"2019-08-25T21:19:35.000Z","Disabled","12.3","iPhone 7","DNQSQAVRHG6W","100%","-","355308084865615","DNQSQAVRHG6W","","-","Yes","Yes","2"
"2019-11-06T01:03:10.000Z","Disabled","12.3","iPhone 7","DNQTVLL3HG6W","62%","-","355825086298552","DNQTVLL3HG6W","","-","Yes","Yes","3"
"2019-11-05T21:27:36.000Z","Enabled","12.3","iPhone 7","DNQTW9K6HG6W","69%","-","355832086843882","DNQTW9K6HG6W","","-","Yes","Yes","2"
"2021-08-01T01:56:34.000Z","Disabled","9.3.5","iPad 2","DQTFWHG4DKPH","55%","-","-","DQTFWHG4DKPH","","-","Yes","Yes","3"
"2020-05-14T07:06:42.000Z","Disabled","9.3.5","iPad 2","DQTG38EZDKPH","30%","-","-","DQTG38EZDKPH","","-","Yes","Yes","2"
"2020-05-14T07:06:42.000Z","Disabled","9.3.5","iPad 2","DQTG3A9WDKPH","9%","-","-","DQTG3A9WDKPH","","-","Yes","Yes","2"
"2020-03-10T02:48:10.000Z","Disabled","9.3.5","iPad 2","DQTG3AB7DKPH","1%","-","-","DQTG3AB7DKPH","","-","Yes","Yes","2"
"2021-05-22T22:45:43.000Z","Disabled","9.3.5","iPad 2","DQTG3AGFDKPH","88%","-","-","DQTG3AGFDKPH","","-","Yes","Yes","0"
"2020-05-14T07:28:04.000Z","Disabled","9.3.5","iPad 2","DQTG3ANSDKPH","34%","-","-","DQTG3ANSDKPH","","-","Yes","Yes","2"
"2021-08-01T07:31:02.000Z","Disabled","9.3.5","iPad 2","DQTG3FRRDKPH","100%","-","-","DQTG3FRRDKPH","recently-added","-","Yes","Yes","0"
"2021-08-01T07:26:57.000Z","Disabled","9.3.5","iPad 2","DQTG5033DFHW","100%","-","-","DQTG5033DFHW","recently-added","-","Yes","Yes","0"
"2021-08-01T07:44:29.000Z","Disabled","9.3.5","iPad 2","DQTG5089DFHW","100%","-","-","DQTG5089DFHW","recently-added","-","Yes","Yes","0"
"2020-05-14T05:39:57.000Z","Disabled","9.3.5","iPad 2","DQTG50H4DFHW","5%","-","-","DQTG50H4DFHW","","-","Yes","Yes","3"
"2020-05-14T05:03:52.000Z","Disabled","9.3.5","iPad 2","DQTG50K6DFHW","33%","-","-","DQTG50K6DFHW","","-","Yes","Yes","3"
"2021-07-01T08:00:30.000Z","Disabled","9.3.5","iPad 2","DQTG50PKDFHW","5%","-","-","DQTG50PKDFHW","","-","Yes","Yes","0"
"2021-06-20T07:58:53.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQTG50RHDFJ2","0%","-","012799008083464","DQTG50RHDFJ2","","-","Yes","Yes","0"
"2021-07-15T17:49:08.000Z","Disabled","9.3.5","iPad 2","DQTG512VDFHW","1%","-","-","DQTG512VDFHW","","-","Yes","Yes","0"
"2021-07-09T06:47:51.000Z","Disabled","9.3.5","iPad 2","DQTG515SDFHW","1%","-","-","DQTG515SDFHW","","-","Yes","Yes","1"
"2021-06-29T03:46:57.000Z","Disabled","9.3.5","iPad 2","DQTG5179DFHW","11%","-","-","DQTG5179DFHW","","-","Yes","Yes","0"
"2020-01-13T05:49:11.000Z","Disabled","9.3.5","iPad 2","DQTG52RBDFHW","10%","-","-","DQTG52RBDFHW","","-","Yes","Yes","3"
"2021-07-14T14:34:37.000Z","Disabled","9.3.5","iPad 2","DQTG52VLDFHW","1%","-","-","DQTG52VLDFHW","","-","Yes","Yes","0"
"2020-05-14T06:43:11.000Z","Disabled","9.3.5","iPad 2","DQTG52W9DFHW","7%","-","-","DQTG52W9DFHW","","-","Yes","Yes","2"
"2021-07-24T21:31:41.000Z","Disabled","9.3.5","iPad 2","DQTG52WBDFHW","2%","-","-","DQTG52WBDFHW","","-","Yes","Yes","0"
"2020-03-18T00:06:37.000Z","Disabled","9.3.5","iPad 2","DQTG52ZPDFHW","47%","-","-","DQTG52ZPDFHW","","-","Yes","Yes","3"
"2020-05-14T06:58:21.000Z","Disabled","9.3.5","iPad 2","DQTG5J22DFHW","14%","-","-","DQTG5J22DFHW","","-","Yes","Yes","2"
"2021-07-27T03:11:44.000Z","Disabled","9.3.5","iPad 2","DQTG5JALDFHW","51%","-","-","DQTG5JALDFHW","","-","Yes","Yes","0"
"2021-08-01T07:30:22.000Z","Disabled","9.3.5","iPad 2","DQTG5JCPDFHW","100%","-","-","DQTG5JCPDFHW","recently-added","-","Yes","Yes","0"
"2020-05-14T07:13:41.000Z","Disabled","9.3.5","iPad 2","DQTG5JDGDFHW","15%","-","-","DQTG5JDGDFHW","","-","Yes","Yes","2"
"2021-06-19T02:56:49.000Z","Disabled","9.3.5","iPad 2","DQTG5JJ9DFHW","88%","-","-","DQTG5JJ9DFHW","","-","Yes","Yes","0"
"2020-03-18T00:06:26.000Z","Disabled","9.3.5","iPad 2","DQTG5JJSDFHW","44%","-","-","DQTG5JJSDFHW","","-","Yes","Yes","3"
"2021-08-01T06:54:34.000Z","Disabled","9.3.5","iPad 2","DQTG5JQMDFHW","86%","-","-","DQTG5JQMDFHW","recently-added","-","Yes","Yes","1"
"2020-05-14T05:26:31.000Z","Disabled","9.3.5","iPad 2","DQTG5JSCDFHW","37%","-","-","DQTG5JSCDFHW","","-","Yes","Yes","2"
"2020-05-14T05:27:43.000Z","Disabled","9.3.5","iPad 2","DQTG5JUJDFHW","33%","-","-","DQTG5JUJDFHW","","-","Yes","Yes","2"
"2021-07-11T06:12:47.000Z","Disabled","9.3.5","iPad 2","DQTG5K7TDFHW","1%","-","-","DQTG5K7TDFHW","","-","Yes","Yes","0"
"2021-08-01T05:06:19.000Z","Disabled","9.3.5","iPad 2","DQTG5K9RDFHW","1%","-","-","DQTG5K9RDFHW","","-","Yes","Yes","0"
"2021-05-30T23:59:44.000Z","Disabled","9.3.5","iPad 2","DQTG5KC7DFHW","89%","-","-","DQTG5KC7DFHW","","-","Yes","Yes","0"
"2021-07-12T08:17:44.000Z","Disabled","9.3.5","iPad 2","DQTG5KDGDFHW","1%","-","-","DQTG5KDGDFHW","","-","Yes","Yes","0"
"2021-08-01T06:06:30.000Z","Disabled","9.3.5","iPad 2","DQTG5KFFDFHW","100%","-","-","DQTG5KFFDFHW","recently-added","-","Yes","Yes","1"
"2020-05-14T05:55:47.000Z","Disabled","9.3.5","iPad 2","DQTG5KFRDFHW","100%","-","-","DQTG5KFRDFHW","","-","Yes","Yes","2"
"2020-05-14T07:00:32.000Z","Disabled","9.3.5","iPad 2","DQTG5KH0DFHW","98%","-","-","DQTG5KH0DFHW","","-","Yes","Yes","2"
"2021-07-06T01:33:38.000Z","Disabled","9.3.5","iPad 2","DQTG5KY4DFHW","1%","-","-","DQTG5KY4DFHW","","-","Yes","Yes","1"
"2020-03-18T00:06:10.000Z","Disabled","9.3.5","iPad 2","DQTG5KYKDFHW","31%","-","-","DQTG5KYKDFHW","","-","Yes","Yes","3"
"2021-06-11T05:00:11.000Z","Disabled","9.3.5","iPad 2","DQTG5L7CDFHW","57%","-","-","DQTG5L7CDFHW","","-","Yes","Yes","0"
"2021-07-15T02:06:37.000Z","Disabled","9.3.5","iPad 2","DQTGDA59DFHW","2%","-","-","DQTGDA59DFHW","","-","Yes","Yes","0"
"2021-08-01T07:32:57.000Z","Disabled","9.3.5","iPad 2","DQTGDNA9DFHW","100%","-","-","DQTGDNA9DFHW","recently-added","-","Yes","Yes","0"
"2021-06-28T23:04:11.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQTGDQ0ZDFJ1","100%","-","012925006925840","DQTGDQ0ZDFJ1","","-","Yes","Yes","0"
"2021-08-01T04:28:37.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQVGDG2UDFJ1","67%","-","012801007226977","DQVGDG2UDFJ1","","-","Yes","Yes","2"
"2021-07-13T04:19:34.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQVGDGCWDFJ1","5%","-","012801007180869","DQVGDGCWDFJ1","","-","Yes","Yes","0"
"2021-06-19T13:16:05.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQVGDH3RDFJ1","5%","-","012801001959466","DQVGDH3RDFJ1","","-","Yes","Yes","1"
"2021-08-01T01:44:07.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DQVGDHBGDFJ1","46%","-","012930008042743","DQVGDHBGDFJ1","","-","Yes","Yes","2"
"2021-08-01T07:31:51.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5HDRDLDKNV","100%","OPTUS","012930006161578","DR5HDRDLDKNV","recently-added","8961023211030431945","Yes","Yes","0"
"2020-05-14T05:29:44.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5HDSLZDKNV","1%","-","012927009352295","DR5HDSLZDKNV","","-","Yes","Yes","3"
"2021-06-29T23:23:36.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5HN00ADKNV","100%","OPTUS","012926002464313","DR5HN00ADKNV","","8961023211030408604","Yes","Yes","0"
"2020-10-17T06:46:21.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5HPEWNDKNV","100%","-","012923005813844","DR5HPEWNDKNV","","-","Yes","Yes","2"
"2020-05-14T05:42:53.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J20FRDKNV","21%","-","012930001039233","DR5J20FRDKNV","","-","Yes","Yes","3"
"2021-06-20T05:29:58.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J20M3DKNV","15%","-","012923006860158","DR5J20M3DKNV","","-","Yes","Yes","0"
"2021-06-21T02:30:00.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J8AB4DKNV","2%","-","013098003477196","DR5J8AB4DKNV","","-","Yes","Yes","0"
"2020-03-18T00:06:07.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J8AMNDKNV","40%","-","013095007434694","DR5J8AMNDKNV","","-","Yes","Yes","3"
"2020-05-14T05:39:03.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J8B3EDKNV","20%","OPTUS","013099009304194","DR5J8B3EDKNV","","8961025715442971890","Yes","Yes","3"
"2021-06-16T01:42:51.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J8B51DKNV","2%","OPTUS","013095009712600","DR5J8B51DKNV","","8961025215527390645","Yes","Yes","0"
"2021-08-01T07:49:05.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J8BF8DKNV","100%","OPTUS","013098008536673","DR5J8BF8DKNV","recently-added","8961023112014372255","Yes","Yes","1"
"2021-07-06T10:15:10.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5J916FDKNV","0%","-","013097001458596","DR5J916FDKNV","","-","Yes","Yes","0"
"2020-05-14T05:36:39.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5JN0GSDKNV","30%","OPTUS","013099007842989","DR5JN0GSDKNV","","8961025315527270498","Yes","Yes","2"
"2021-05-27T06:08:25.000Z","Disabled","9.3.5","iPad 2 (AT&T)","DR5JN1ZADKNV","72%","Voda NZ","013099004986086","DR5JN1ZADKNV","","8964011604053212606","Yes","Yes","1"
"2020-03-18T00:06:36.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHG08NDVGG","55%","-","013213007616612","DYTHG08NDVGG","","-","Yes","Yes","2"
"2021-08-01T03:03:26.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHG0A9DVGG","5%","-","013213002889594","DYTHG0A9DVGG","","-","Yes","Yes","1"
"2021-07-07T00:53:58.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHG0QRDVGG","0%","-","013214004842953","DYTHG0QRDVGG","","-","Yes","Yes","1"
"2021-08-01T07:17:51.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHG0S1DVGG","100%","-","013215004707328","DYTHG0S1DVGG","","-","Yes","Yes","0"
"2019-12-17T22:31:53.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHG3P5DVGG","3%","-","013216008147024","DYTHG3P5DVGG","","-","Yes","Yes","3"
"2021-06-18T02:10:20.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNRW6DVGG","5%","-","013215000208594","DYTHNRW6DVGG","","-","Yes","Yes","0"
"2020-05-14T04:44:55.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNTNWDVGG","31%","-","013212003968738","DYTHNTNWDVGG","","-","Yes","Yes","2"
"2020-02-20T02:31:18.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNW04DVGG","0%","voda AU","013217002049604","DYTHNW04DVGG","","89610300001120095398","Yes","Yes","2"
"2020-05-14T05:30:43.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNW8GDVGG","23%","-","013215009408310","DYTHNW8GDVGG","","-","Yes","Yes","2"
"2021-06-15T22:28:20.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNWABDVGG","93%","-","013213001606700","DYTHNWABDVGG","","-","Yes","Yes","0"
"2020-05-14T07:21:25.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHNY6HDVGG","7%","-","013212009088416","DYTHNY6HDVGG","","-","Yes","Yes","2"
"2021-08-12T02:48:58.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHR808DVGH","0%","-","013217008230836","DYTHR808DVGH","","-","Yes","Yes","0"
"2020-05-14T05:03:07.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRAKJDVGH","21%","-","013214003007228","DYTHRAKJDVGH","","-","Yes","Yes","2"
"2021-08-01T07:43:53.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRALCDVGH","100%","OPTUS","013217000416003","DYTHRALCDVGH","","8961025716451323551","Yes","Yes","0"
"2021-07-17T16:50:06.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRB42DVGH","1%","-","013215005173116","DYTHRB42DVGH","","-","Yes","Yes","0"
"2021-08-06T18:19:05.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRJMVDVGH","5%","-","013212001527601","DYTHRJMVDVGH","","-","Yes","Yes","0"
"2020-05-14T07:23:13.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRKC6DVGH","7%","-","013217001244941","DYTHRKC6DVGH","","-","Yes","Yes","2"
"2021-07-18T06:15:46.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRKJEDVGH","2%","-","013213006139137","DYTHRKJEDVGH","","-","Yes","Yes","0"
"2021-08-04T00:54:02.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHRKNQDVGH","0%","-","013213005669514","DYTHRKNQDVGH","","-","Yes","Yes","0"
"2021-08-01T01:50:53.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHT9EVDVGG","37%","-","013216008537224","DYTHT9EVDVGG","","-","Yes","Yes","2"
"2021-06-18T03:32:39.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHT9TLDVGG","86%","-","013213003237694","DYTHT9TLDVGG","","-","Yes","Yes","0"
"2021-06-07T06:01:27.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHTAUHDVGG","100%","-","013214009311269","DYTHTAUHDVGG","recently-added","-","Yes","Yes","0"
"2020-05-14T05:19:31.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHTAY6DVGG","12%","OPTUS","013213001948094","DYTHTAY6DVGG","","8961025314525006533","Yes","Yes","2"
"2021-07-17T15:50:47.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTHTB07DVGG","5%","-","013213002650574","DYTHTB07DVGG","","-","Yes","Yes","0"
"2021-07-20T03:45:01.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ511CDVGK","7%","-","013316006904721","DYTJ511CDVGK","","-","Yes","Yes","0"
"2021-07-30T00:56:53.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ60F4DVGG","2%","-","013313006229365","DYTJ60F4DVGG","","-","Yes","Yes","0"
"2021-08-02T12:12:01.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ66E0DVGG","0%","-","013313007010996","DYTJ66E0DVGG","","-","Yes","Yes","0"
"2020-05-14T07:01:39.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6A7YDVGG","92%","OPTUS","013309004554598","DYTJ6A7YDVGG","","8961025315527270399","Yes","Yes","2"
"2021-07-12T13:34:07.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6A84DVGG","5%","-","013309003603685","DYTJ6A84DVGG","","-","Yes","Yes","0"
"2021-08-01T02:59:40.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6A8JDVGG","18%","-","013310002276879","DYTJ6A8JDVGG","","-","Yes","Yes","3"
"2021-06-20T06:23:38.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6ACDDVGG","21%","Voda NZ","013308009157753","DYTJ6ACDDVGG","","8964011604053212622","Yes","Yes","1"
"2021-08-01T01:21:13.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6AGFDVGG","18%","-","013308002904102","DYTJ6AGFDVGG","","-","Yes","Yes","3"
"2021-07-18T16:34:43.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ6AH4DVGG","1%","-","013313000742876","DYTJ6AH4DVGG","","-","Yes","Yes","0"
"2021-07-23T15:31:03.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJ8MXJDVGK","7%","-","013310000372951","DYTJ8MXJDVGK","","-","Yes","Yes","0"
"2021-05-22T22:46:24.000Z","Disabled","9.3.5","iPad 2","DYTJ8S0KDKPH","91%","-","-","DYTJ8S0KDKPH","","-","Yes","Yes","0"
"2021-05-15T21:23:12.000Z","Disabled","9.3.5","iPad 2","DYTJ8T5KDKPH","7%","-","-","DYTJ8T5KDKPH","","-","Yes","Yes","2"
"2020-02-23T05:31:18.000Z","Disabled","9.3.5","iPad 2","DYTJ8T7HDKPH","100%","-","-","DYTJ8T7HDKPH","","-","Yes","Yes","2"
"2021-07-18T03:03:01.000Z","Disabled","9.3.5","iPad 2","DYTJ8ZL6DKPH","0%","-","-","DYTJ8ZL6DKPH","","-","Yes","Yes","0"
"2020-05-14T06:54:13.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJGAS6DVGG","11%","-","013308000758492","DYTJGAS6DVGG","","-","Yes","Yes","2"
"2021-08-01T02:51:31.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH5SWDVGG","14%","-","013116006672470","DYTJH5SWDVGG","","-","Yes","Yes","2"
"2021-07-26T02:34:15.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH5UUDVGG","1%","-","013316007109668","DYTJH5UUDVGG","","-","Yes","Yes","0"
"2021-08-01T07:40:25.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH60YDVGG","100%","OPTUS","013217002512171","DYTJH60YDVGG","recently-added","8961025215527390595","Yes","Yes","0"
"2020-05-14T05:01:28.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH6F8DVGG","5%","voda AU","013212003300494","DYTJH6F8DVGG","","89610300001120095380","Yes","Yes","2"
"2021-06-02T08:58:57.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH6NWDVGG","56%","OPTUS","013309000337469","DYTJH6NWDVGG","","8961025715442970025","Yes","Yes","0"
"2020-05-14T05:37:46.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH6SEDVGG","7%","-","013213002975666","DYTJH6SEDVGG","","-","Yes","Yes","2"
"2021-06-29T23:18:58.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH78QDVGG","100%","-","013217008899218","DYTJH78QDVGG","","-","Yes","Yes","0"
"2021-07-16T07:05:35.000Z","Disabled","9.3.6","iPad (3rd Gen.)","DYTJH7BKDVGG","2%","-","013116008108374","DYTJH7BKDVGG","","-","Yes","Yes","0"
"2020-10-17T06:45:56.000Z","Disabled","9.3.5","iPad 2","DYVJCREPDKPH","100%","-","-","DYVJCREPDKPH","","-","Yes","Yes","2"
"2021-06-11T04:49:38.000Z","Disabled","9.3.5","iPad 2","DYVJCS7MDKPH","100%","-","-","DYVJCS7MDKPH","","-","Yes","Yes","0"
"2020-05-14T07:01:49.000Z","Disabled","9.3.5","iPad 2","DYVJCV1ZDKPH","100%","-","-","DYVJCV1ZDKPH","","-","Yes","Yes","2"
"2019-05-17T20:27:32.000Z","Disabled","12.2","iPhone 7","F17SQBDSHG71","68%","-","355308083525012","F17SQBDSHG71","","-","Yes","Yes","3"
"2019-11-06T09:19:19.000Z","Enabled","12.2","iPhone 7","F17T2GHXHG71","74%","-","355342084795878","F17T2GHXHG71","","-","Yes","Yes","2"
"2019-05-14T17:31:14.000Z","Disabled","12.2","iPhone 7","F17T3N88HG6W","100%","-","355341086056867","F17T3N88HG6W","FreedomPop","-","Yes","Yes","3"
"2019-08-25T21:17:50.000Z","Disabled","12.2","iPhone 7","F17T98HTHG6W","100%","-","355829082151476","F17T98HTHG6W","","-","Yes","Yes","2"
"2019-11-05T21:05:50.000Z","Disabled","12.3","iPhone 7","F17T99Z0HG6W","77%","-","355831081969882","F17T99Z0HG6W","","-","Yes","Yes","2"
"2019-11-06T14:11:21.000Z","Disabled","12.2","iPhone 7","F17TK0UJHG71","41%","-","355831083583822","F17TK0UJHG71","FreedomPop","-","Yes","Yes","2"
"2019-05-02T07:41:57.000Z","Enabled","12.1.2","iPhone 7","F17TWNVPHX98","2%","-","356558081882661","F17TWNVPHX98","","89610300001120062695","Yes","Yes","3"
"2019-11-06T02:20:24.000Z","Disabled","12.3","iPhone 7","F17VG4BWHG7F","47%","-","356563088448011","F17VG4BWHG7F","","-","Yes","Yes","2"
"2019-05-19T19:30:46.000Z","Disabled","12.3","iPhone 7","F17VHK3FHG71","81%","-","355826089732977","F17VHK3FHG71","","-","Yes","Yes","3"
"2021-07-12T06:01:21.000Z","Disabled","14.3","iPhone 7","F17VN7KPHG7P","1%","-","352988090950197","F17VN7KPHG7P","Twilio","8901260862292279519","Yes","Yes","0"
"2019-05-17T20:15:37.000Z","Disabled","12.2","iPhone 7","F17VQLE0HG71","75%","-","359463083226412","F17VQLE0HG71","FreedomPop","-","Yes","Yes","3"
"2019-11-04T23:35:36.000Z","Disabled","12.2","iPhone 7","F18T1PTUHG71","87%","-","355341084950467","F18T1PTUHG71","","-","Yes","Yes","2"
"2019-11-03T19:25:32.000Z","Disabled","12.3","iPhone 7","F18T22VBHG6W","69%","-","355344086820910","F18T22VBHG6W","","-","Yes","Yes","2"
"2021-07-16T05:23:24.000Z","Disabled","14.3","iPhone 7","F18TC2SGHX98","95%","-","355325086918275","F18TC2SGHX98","TwilioSuperSIM","89883070000006951204","Yes","Yes","0"
"2019-11-03T19:40:11.000Z","Disabled","12.3","iPhone 7","F18VF3HNHG7F","70%","-","356561088602710","F18VF3HNHG7F","FreedomPop","-","Yes","Yes","2"
"2019-08-25T21:15:02.000Z","Disabled","12.3","iPhone 7","F19T1J75HG71","100%","-","355341084843670","F19T1J75HG71","","-","Yes","Yes","2"
"2021-06-22T01:20:03.000Z","Disabled","14.3","iPhone 7","F4GS6Z0PHG7M","36%","-","353841087380721","F4GS6Z0PHG7M","","8961025716451323726","Yes","Yes","0"
"2019-11-06T18:13:51.000Z","Enabled","12.3","iPhone 7","F4GSC191HG71","58%","-","359168070822509","F4GSC191HG71","","-","Yes","Yes","2"
"2021-07-05T05:01:58.000Z","Disabled","14.3","iPhone 7","F4GSCKZKHG7K","94%","-","359205070847365","F4GSCKZKHG7K","","8901260862292279394","Yes","Yes","0"
"2021-07-06T06:07:29.000Z","Disabled","14.6","iPhone 7","F4GSCR93HG7L","100%","-","359207070702129","F4GSCR93HG7L","","8961025719506869578","Yes","Yes","0"
"2021-07-30T23:28:28.000Z","Disabled","14.3","iPhone 7","F4GSD0G3HG7L","98%","-","359205071228037","F4GSD0G3HG7L","","8961025719506869065","Yes","Yes","0"
