"Name","Serial","Connected","Full OS","Model","Battery","Carrier network","Tags","ICCID","Supervised?","Managed?"
"DKWLD059DKNV","DKWLD059DKNV","2020-05-13T09:07:50.000Z","9.3.5","iPad 2 (AT&T)","1%","OPTUS","","8961025215527207203","Yes","Yes"
"DKVJD04TDVGH","DKVJD04TDVGH","2020-05-16T06:10:21.000Z","9.3.6","iPad (3rd Gen.)","52%","OPTUS","","8961025215527207187","Yes","Yes"
"DR5HDRDLDKNV","DR5HDRDLDKNV","2021-08-01T07:31:51.000Z","9.3.5","iPad 2 (AT&T)","100%","OPTUS","TwilioSuperSIM","8961023211030431945","Yes","Yes"
"DR5HN00ADKNV","DR5HN00ADKNV","2021-06-29T23:23:36.000Z","9.3.5","iPad 2 (AT&T)","100%","OPTUS","TwilioSuperSIM","8961023211030408604","Yes","Yes"
"DR5J8BF8DKNV","DR5J8BF8DKNV","2021-08-01T07:49:05.000Z","9.3.5","iPad 2 (AT&T)","100%","OPTUS","TwilioSuperSIM","8961023112014372255","Yes","Yes"
"iPad","F8QRW010F4YD","2021-07-27T20:24:20.000Z","12.3.1","iPad Air (Cellular)","0%","-","TwilioSuperSIM","8901260862292281994","Yes","Yes"
"F71S516FHG7N","F71S516FHG7N","2021-06-06T10:06:33.000Z","13.2.3","iPhone 7","0%","Spark NZ","TwilioSuperSIM","8901260862292281911","Yes","Yes"
"C6KTFL5SHG7F","C6KTFL5SHG7F","2021-07-16T04:43:53.000Z","13.2.3","iPhone 7","1%","-","","8901260862292281952","Yes","Yes"
"FFMN55RZFFHN","FFMN55RZFFHN","2021-07-15T03:14:14.000Z","10.3.3","iPhone 5c","100%","Carrier","TwilioSuperSIM","8901260862292281762","Yes","Yes"
"F73M94CBFFHK","F73M94CBFFHK","2021-08-20T01:24:51.000Z","10.3.3","iPhone 5c","7%","Carrier","TwilioSuperSIM","8901260862292281689","Yes","Yes"
"C6KTWEL2HG7G","C6KTWEL2HG7G","2021-08-01T06:10:56.000Z","14.3","iPhone 7","100%","vodafone AU","Twilio","8901260862292281754","Yes","Yes"
"FFMN5433G07R","FFMN5433G07R","2021-08-20T05:21:10.428Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862292281739","Yes","Yes"
"F8VQC08AFFHR","F8VQC08AFFHR","2021-08-20T05:21:10.428Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862292281671","Yes","Yes"
"F78MJ031G07T","F78MJ031G07T","2021-08-20T05:21:10.428Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862292281697","Yes","Yes"
"F78M9681FL03","F78M9681FL03","2021-08-20T05:21:10.428Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862292281705","Yes","Yes"
"F4GSK2TZHG7F","F4GSK2TZHG7F","2021-08-20T05:21:10.428Z","14.3","iPhone 7","100%","-","Twilio","8901260862292281747","Yes","Yes"
"C6KSQKZ8HG7H","C6KSQKZ8HG7H","2021-08-20T05:21:10.428Z","14.3","iPhone 7","100%","-","","8901260862292281614","Yes","Yes"
"iPhone","F4GSXRS8HG7H","2021-08-01T04:59:03.000Z","14.3","iPhone 7","100%","vodafone AU","TwilioSuperSIM","8901260862292279360","Yes","Yes"
"F4GT903GHG7G","F4GT903GHG7G","2021-08-20T03:19:31.000Z","14.3","iPhone 7","83%","-","Twilio","8901260862292279402","Yes","Yes"
"F4GSM6U3HG7K","F4GSM6U3HG7K","2021-08-20T03:37:53.000Z","14.3","iPhone 7","86%","-","","8901260862292279303","Yes","Yes"
"C6KTNBWTHG7G","C6KTNBWTHG7G","2021-08-09T17:55:40.000Z","14.3","iPhone 7","1%","vodafone AU","Twilio","8901260862292279378","Yes","Yes"
"F72T5AMUHG7F","F72T5AMUHG7F","2021-08-20T05:21:10.429Z","14.3","iPhone 7","80%","-","","8901260862292279543","Yes","Yes"
"C76T8G7AHG7F","C76T8G7AHG7F","2021-08-20T05:21:10.429Z","14.7.1","iPhone 7","100%","-","TwilioSuperSIM","8901260862292279337","Yes","Yes"
"C6KS9AX7HG7K","C6KS9AX7HG7K","2021-08-20T05:21:10.429Z","14.7.1","iPhone 7","98%","-","Twilio","8901260862292279535","Yes","Yes"
"F8QS5007F4YF","F8QS5007F4YF","2021-06-10T04:11:02.000Z","12.5.1","iPad Air (Cellular)","5%","vodafone AU","TwilioSuperSIM","8901260862291935293","Yes","Yes"
"F8QS4070F4YJ","F8QS4070F4YJ","2021-08-09T05:12:13.000Z","12.5.4","iPad Air (Cellular)","66%","-","TwilioSuperSIM","8901260862291935335","Yes","Yes"
"F8QRX05XF4YH","F8QRX05XF4YH","2021-08-01T05:56:24.000Z","12.5.1","iPad Air (Cellular)","100%","vodafone AU","TwilioSuperSIM","8901260862291935277","Yes","Yes"
"F8QRW03TF4YD","F8QRW03TF4YD","2021-08-01T05:44:49.000Z","12.5.1","iPad Air (Cellular)","100%","vodafone AU","TwilioSuperSIM","8901260862291935285","Yes","Yes"
"F8QRW00XF4YD","F8QRW00XF4YD","2021-07-27T20:16:46.000Z","12.4.5","iPad Air (Cellular)","0%","-","TwilioSuperSIM","8901260862291935210","Yes","Yes"
"F8QRT02YF4YD","F8QRT02YF4YD","2021-06-10T04:20:29.000Z","12.4.4","iPad Air (Cellular)","5%","vodafone AU","TwilioSuperSIM","8901260862291935251","Yes","Yes"
"F8QMX00MF4YH","F8QMX00MF4YH","2021-06-18T23:18:25.000Z","12.5.3","iPad Air (Cellular)","100%","vodafone AU","TwilioSuperSIM","8901260862291935269","Yes","Yes"
"F6QNC05UF4YJ","F6QNC05UF4YJ","2021-07-19T02:15:05.000Z","12.5.1","iPad Air (Cellular)","88%","-","TwilioSuperSIM","8901260862291935376","Yes","Yes"
"C6KS86ZQHG7K","C6KS86ZQHG7K","2020-11-03T04:06:17.000Z","13.2.3","iPhone 7","100%","-","","8901260862291935228","Yes","Yes"
"F4GV57PRHG7J","F4GV57PRHG7J","2021-08-20T05:21:10.431Z","14.3","iPhone 7","84%","-","Twilio","8901260862291935327","Yes","Yes"
"C76SLUGDHG7N","C76SLUGDHG7N","2021-08-20T05:21:10.431Z","14.3","iPhone 7","78%","-","","8901260862291935343","Yes","Yes"
"iPhone","F73LQ0MEFFHP","2021-08-20T01:46:14.000Z","10.3.3","iPhone 5c","74%","Carrier","TwilioSuperSIM","8901260862291352762","Yes","Yes"
"FFMNL19TG07K","FFMNL19TG07K","2021-06-11T13:29:39.000Z","10.3.3","iPhone 5c","0%","Carrier","TwilioSuperSIM","8901260862291352895","Yes","Yes"
"FFMN64SBG07T","FFMN64SBG07T","2021-08-20T02:45:45.000Z","10.3.3","iPhone 5c","7%","Carrier","TwilioSuperSIM","8901260862291352754","Yes","Yes"
"FCGNL3ARG07T","FCGNL3ARG07T","2021-08-20T01:11:17.000Z","10.3.3","iPhone 5c","7%","Carrier","TwilioSuperSIM","8901260862291352770","Yes","Yes"
"FCDND3KMG07K","FCDND3KMG07K","2021-07-04T20:50:51.000Z","10.3.3","iPhone 5c","68%","Carrier","PeopleCounter TwilioSuperSIM","8901260862291352952","Yes","Yes"
"F8RPT075FFHM","F8RPT075FFHM","2021-08-20T01:30:34.000Z","10.3.3","iPhone 5c","12%","Carrier","TwilioSuperSIM","8901260862291352788","Yes","Yes"
"F8RP4011FFHN","F8RP4011FFHN","2021-08-20T02:21:06.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291352663","Yes","Yes"
"F8QS402EF4YJ","F8QS402EF4YJ","2021-08-09T05:19:55.000Z","12.5.3","iPad Air (Cellular)","18%","-","TwilioSuperSIM","8901260862291352572","Yes","Yes"
"F8QS303FF4YH","F8QS303FF4YH","2021-07-07T16:52:48.000Z","12.5.3","iPad Air (Cellular)","3%","-","TwilioSuperSIM","8901260862291352630","Yes","Yes"
"F8QRX071F4YH","F8QRX071F4YH","2021-06-21T21:43:36.000Z","12.5.1","iPad Air (Cellular)","93%","vodafone AU","TwilioSuperSIM","8901260862291352655","Yes","Yes"
"F8QRX066F4YH","F8QRX066F4YH","2021-06-29T16:39:37.000Z","12.5.1","iPad Air (Cellular)","34%","vodafone AU","TwilioSuperSIM","8901260862291352598","Yes","Yes"
"F8QRX061F4YH","F8QRX061F4YH","2021-06-10T04:38:23.000Z","12.5.1","iPad Air (Cellular)","0%","vodafone AU","TwilioSuperSIM","8901260862291352648","Yes","Yes"
"F8QRW00VF4YD","F8QRW00VF4YD","2021-08-01T05:56:30.000Z","12.5.4","iPad Air (Cellular)","100%","vodafone AU","TwilioSuperSIM","8901260862291352580","Yes","Yes"
"F78MPG5LFFHR","F78MPG5LFFHR","2021-08-20T01:10:11.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291352911","Yes","Yes"
"F73MW4TNFFHK","F73MW4TNFFHK","2021-08-20T02:01:52.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291352846","Yes","Yes"
"F73LD0X3FFHM","F73LD0X3FFHM","2021-08-20T01:26:57.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291352986","Yes","Yes"
"F73LC5K7FM1P","F73LC5K7FM1P","2021-07-20T03:43:49.000Z","10.3.3","iPhone 5c","31%","Carrier","TwilioSuperSIM","8901260862291352804","Yes","Yes"
"F73L4014FFHP","F73L4014FFHP","2021-07-07T04:41:53.000Z","10.3.3","iPhone 5c","93%","Carrier","TwilioSuperSIM","8901260862291352820","Yes","Yes"
"F6QSC006F4YJ","F6QSC006F4YJ","2021-04-15T03:18:25.000Z","12.5.1","iPad Air (Cellular)","100%","vodafone AU","Twilio","8901260862291352614","Yes","No"
"F6QMX03EF4YJ","F6QMX03EF4YJ","2021-06-18T03:13:57.000Z","12.5.1","iPad Air (Cellular)","100%","vodafone AU","TwilioSuperSIM","8901260862291352564","Yes","Yes"
"F4RL8TUXFM21","F4RL8TUXFM21","2021-05-15T05:23:06.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291352713","Yes","Yes"
"C8QL92B3FM21","C8QL92B3FM21","2021-08-20T00:46:36.000Z","10.3.3","iPhone 5c","75%","Carrier","","8901260862291352945","Yes","Yes"
"C7JM6027FFHP","C7JM6027FFHP","2021-08-20T00:57:29.000Z","10.3.3","iPhone 5c","12%","Carrier","Twilio","8901260862291352721","Yes","Yes"
"C7JLW05VFFHP","C7JLW05VFFHP","2021-08-20T03:43:47.000Z","10.3.3","iPhone 5c","60%","Carrier","","8901260862291352697","Yes","Yes"
"C7JLGH1VFFHP","C7JLGH1VFFHP","2021-08-20T01:57:34.000Z","10.3.3","iPhone 5c","15%","Carrier","Twilio","8901260862291352796","Yes","Yes"
"FFMMP3PZFFHL","FFMMP3PZFFHL","2021-08-20T05:21:10.431Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352994","Yes","Yes"
"FCGP50R2G07Q","FCGP50R2G07Q","2021-08-20T05:21:10.431Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352838","Yes","Yes"
"FCCNP0THG07K","FCCNP0THG07K","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352937","Yes","Yes"
"F8RQL09KFFHR","F8RQL09KFFHR","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352812","Yes","Yes"
"F8RQ210LFFHH","F8RQ210LFFHH","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352929","Yes","Yes"
"F8RQ203EFFHK","F8RQ203EFFHK","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","83%","Carrier","","8901260862291352861","Yes","Yes"
"F78MR0NTFFHM","F78MR0NTFFHM","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352903","Yes","Yes"
"F78M91F4FL03","F78M91F4FL03","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352853","Yes","Yes"
"F78LW963FFHM","F78LW963FFHM","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352747","Yes","Yes"
"F73LGJECFM1R","F73LGJECFM1R","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","","8901260862291352879","Yes","Yes"
"F73LDHJ7FFHN","F73LDHJ7FFHN","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","","8901260862291352739","Yes","Yes"
"F4RLJTR0FFHL","F4RLJTR0FFHL","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","100%","Carrier","Twilio","8901260862291352705","Yes","Yes"
"F78MHB4TG07R","F78MHB4TG07R","2021-08-20T01:05:04.000Z","10.3.3","iPhone 5c","5%","Carrier","TwilioSuperSIM","8901260862291350105","Yes","Yes"
"F73L66XTFNDF","F73L66XTFNDF","2021-08-20T01:19:51.000Z","10.3.3","iPhone 5c","7%","Carrier","TwilioSuperSIM","8901260862291350097","Yes","Yes"
"C8QLJX3QFFHL","C8QLJX3QFFHL","2021-02-03T06:32:02.000Z","10.3.3","iPhone 5c","2%","Carrier","","8901260862291350162","Yes","Yes"
"FFMMP2R8FFHJ","FFMMP2R8FFHJ","2021-08-20T05:21:10.432Z","10.3.3","iPhone 5c","80%","Carrier","","8901260862291350170","Yes","Yes"
"lola","F71SF1S7HG7J","2019-12-31T09:33:50.000Z","12.4.1","iPhone 7","87%","-","","-","Yes","No"
"iPod touch","CCQYM3BGM937","2021-07-06T06:18:59.000Z","14.4","iPod Touch 7G","99%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN3XRM938","2021-06-10T02:20:19.000Z","14.4","iPod Touch 7G","11%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN4JMM938","2021-07-18T23:37:05.000Z","14.4","iPod Touch 7G","87%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN3VQM939","2021-07-18T23:31:56.000Z","14.4","iPod Touch 7G","86%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYP06ZM93C","2021-06-10T02:46:20.000Z","14.4","iPod Touch 7G","42%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYQ36GM939","2021-06-10T02:57:43.000Z","14.4","iPod Touch 7G","17%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN2AVM938","2021-07-18T23:34:25.000Z","14.4","iPod Touch 7G","86%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYQ3VLM939","2021-08-01T07:41:01.000Z","14.7","iPod Touch 7G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNK4G8G22T","2021-07-12T05:41:27.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN0B6M939","2021-06-10T02:07:17.000Z","14.4","iPod Touch 7G","4%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN1PKM938","2021-06-10T03:56:49.000Z","14.4","iPod Touch 7G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN43BM938","2021-06-10T03:02:58.000Z","14.4","iPod Touch 7G","22%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN39FM939","2021-06-10T02:12:12.000Z","14.4","iPod Touch 7G","20%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYP04HM93C","2021-07-05T00:52:56.000Z","14.4","iPod Touch 7G","69%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN3DSM939","2021-06-10T03:20:54.000Z","14.4","iPod Touch 7G","23%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN21HM937","2021-06-10T03:39:11.000Z","14.4","iPod Touch 7G","42%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYP0DNM93C","2021-06-10T03:05:29.000Z","14.4","iPod Touch 7G","35%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN3QVM939","2021-07-06T06:16:47.000Z","14.4","iPod Touch 7G","99%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYP0C0M93C","2021-07-06T06:17:04.000Z","14.4","iPod Touch 7G","99%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN5NHM93F","2021-07-06T06:13:26.000Z","14.4","iPod Touch 7G","97%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYQ49RM939","2021-06-10T03:25:55.000Z","14.4","iPod Touch 7G","36%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQYN3UVM938","2021-06-10T02:31:33.000Z","14.4","iPod Touch 7G","15%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNPFX5G22V","2021-08-01T07:51:35.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNP5T6G22R","2021-07-05T22:38:30.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNK4AAG22T","2021-07-19T00:09:23.000Z","9.3.5","iPod Touch 5G","88%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNQ2UVG22Y","2021-06-10T03:24:44.000Z","9.3.5","iPod Touch 5G","50%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","DJ6ML0AWF4K4","2021-06-10T02:47:30.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQPD00QG22R","2021-06-10T03:45:00.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQNJ9UZG22T","2021-08-01T05:56:58.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQP8010G22R","2021-07-18T23:34:00.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQP4EV7G22Q","2021-08-01T06:42:02.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQP4EVAG22Q","2021-07-01T07:39:45.000Z","9.3.5","iPod Touch 5G","94%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQP614AG22T","2021-08-01T07:41:27.000Z","9.3.5","iPod Touch 5G","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPod touch","CCQP61NAG22T","2021-06-10T03:04:26.000Z","9.3.5","iPod Touch 5G","28%","-","TwilioSuperSIM","-","Yes","Yes"
"iPhone","C77SMD3EHG7K","2020-04-12T09:48:53.000Z","12.1.4","iPhone 7","7%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5AW6DFHW","2021-07-29T05:12:46.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5RGYDFHW","2021-07-29T05:15:10.000Z","9.3.5","iPad 2","62%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5G33DFHW","2021-08-01T07:23:22.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5QRRDFHW","2021-08-01T07:41:36.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5FSDDFHW","2021-08-01T01:21:11.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVKQ11XDKPH","2021-07-29T05:11:14.000Z","9.3.5","iPad 2","87%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG3JK2DKPH","2021-07-29T05:14:56.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5K2RDFHW","2021-07-31T22:04:49.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVKX1LQDKPH","2021-07-29T05:21:45.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","F8QRX06VF4YH","2021-08-01T07:22:11.000Z","12.4.5","iPad Air (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5JG3DFHW","2021-08-01T12:31:03.000Z","9.3.5","iPad 2","21%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5FY9DFHW","2021-08-01T07:45:38.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5QSMDFHW","2021-08-01T23:28:21.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG51GUDFHW","2021-08-01T13:16:22.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTJ6L9EDKPH","2021-08-01T07:45:16.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG3AYNDKPH","2021-08-01T07:32:19.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVMH11WDKPH","2021-08-01T07:35:49.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVL90WXDKPH","2021-08-01T07:42:48.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVKW19SDKPH","2021-08-01T07:41:01.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGJA6FDKPH","2021-08-01T07:30:39.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVM703LDKPH","2021-07-30T23:27:27.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVM80MTDFHW","2021-08-01T07:45:38.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVM7053DKPH","2021-08-01T07:33:33.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG530GDFHW","2021-07-29T05:21:10.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5RGGDFHW","2021-05-31T00:02:46.000Z","9.3.5","iPad 2","69%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVMH12UDKPH","2021-05-16T08:41:14.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5FV1DFHW","2021-05-30T23:52:04.000Z","9.3.5","iPad 2","61%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTJ8UKKDKPH","2021-05-30T23:57:08.000Z","9.3.5","iPad 2","34%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5BQWDFHW","2021-05-30T23:58:22.000Z","9.3.5","iPad 2","60%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTJ8SVDDKPH","2021-05-30T23:47:09.000Z","9.3.5","iPad 2","66%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5R8QDFHW","2021-05-30T23:52:43.000Z","9.3.5","iPad 2","69%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVLG087DFHY","2021-08-01T07:46:52.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHTBPYDVGG","2021-05-30T23:56:11.000Z","9.3.6","iPad (3rd Gen.)","3%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5QGGDFHW","2021-05-30T23:51:08.000Z","9.3.5","iPad 2","46%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFDU0DFHY","2021-08-01T07:43:55.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHT8YXDVGG","2021-05-31T00:00:29.000Z","9.3.6","iPad (3rd Gen.)","75%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVM91JLDFHW","2021-07-11T05:36:25.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5G9LDFHW","2021-06-02T09:38:53.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHR8AHDVGH","2021-05-31T00:03:31.000Z","9.3.6","iPad (3rd Gen.)","88%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG57BJDFHW","2021-05-21T22:46:10.000Z","9.3.5","iPad 2","92%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG58V5DFHW","2021-07-12T01:04:41.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5DA1DFHW","2021-05-30T23:59:52.000Z","9.3.5","iPad 2","81%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5QHQDFHW","2021-05-30T23:55:36.000Z","9.3.5","iPad 2","80%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXHFL1VDVGG","2021-05-21T22:49:40.000Z","9.3.6","iPad (3rd Gen.)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5KH1DFHW","2021-07-12T07:04:38.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKWL807FDKNV","2021-07-15T00:28:03.000Z","9.3.5","iPad 2 (AT&T)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DR5JN39NDKNV","2021-07-13T02:59:10.000Z","9.3.5","iPad 2 (AT&T)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5WKCDFHW","2021-07-20T01:56:48.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFAENDFHY","2021-07-12T16:18:56.000Z","9.3.5","iPad 2","3%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXGFDWYDFHY","2021-07-14T22:13:39.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5K4WDFHW","2021-06-19T02:23:29.000Z","9.3.5","iPad 2","83%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DYTHNTAGDVGG","2021-07-01T06:57:44.000Z","9.3.6","iPad (3rd Gen.)","51%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG3RSRDKPH","2021-08-01T07:36:27.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5154DFHW","2021-08-07T06:15:06.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DQTG5KSHDFHW","2021-08-02T22:22:17.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5C90DFHW","2021-07-11T19:56:29.000Z","9.3.5","iPad 2","9%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVKM1YVDKPH","2021-07-30T23:33:45.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DKVKP0R1DKPH","2021-08-01T07:46:55.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5BEYDFHW","2021-07-30T23:44:15.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"iPad","DLXG5VGNDFHW","2021-07-14T12:47:11.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
